,Review,Rating
3146,"Stunning Phone from IPhone at Stunning price.
1. Good Display.
2. Good Looking Ceramic coated iPhone 12.
3. Performance rocket.
4. Camera awesome with added apps for photo n video. Seamlessly great",5
3147,"The most value for money iPhone of 2021 after the iPhone 12 mini. Flipkart just killed it with their pricing and offers on these iPhones. Would definitely recommend to both iOS and android users. Good enough cameras, nice display with slim and “equal & symmetrical” bezels, overall a really great experience",5
3148,"I have been using iPhone 12 from past 10 days. Overall a great phone with best battery life, best camera and great display. The most important thing about this phone is the performance. It’s top notch. A14 Bionic chip which is 5mm SOC with 5G modem delivers a greater performance without any lag. With few latest iOS updates(14.7.1) and few changes in configuration/settings I get a battery life for 2 days per charge(96%). Overall a beast in all segments including the price.",5
3149,"Now it's around 16 days using iphone 12, and the real things i like about this phone is camera and it's functions, fast charging processor and in hand feel.
The product is worth the price. It's a brand that give you the worth of your money.",5
3150,iphone 12 is best performing phone,5
3151,"You’ll feel the classic iPhone 5s when you hold it ! Performance, battery, camera everything is awesome !! In love with the phone and so obsessed with it ♥️ Worth the price !!",5
3152,"Moved to iPhone from Android since cupcake days and I’m loving it so far. Brilliant display, camera and performance. IOS is still a little behind Android in terms of features and shortcuts in my opinion but it’s very close. Still getting used to all the features of iOS. Per-ordered on the launch day and it arrived barely on time. Overall happy with the purchase.",5
3153,Wonderful,5
3154,Providing review after 1 month of use .. no doubt it’s a good mobile handling is very smooth n performance is very good as well front camera is descent back camera is awesome with a nice detailing… cons battery life is not very long proper use of phone may need charging once in every 10 hours … if you lay down and try to open the phone by face recognition then it doesn’t work .. you need to hold the phone flat parallel to your bed then it opens up.,4
3155,Good one...but very tough to switch from Android...,5
3156,Phone is handy and Performs will in high end task.,4
3157,Excellent phone... And flipkart delivered it perfectly the packaging was very nice and was properly sealed and product was 100% genuine...,5
3158,Battery is typically like a 4000mah device uses with two sims. ( assuming u use iphone 12 with one sim with location wifi etc off). For office type use its no issue. Field work types people will want more battery for sure. Cameras are good. Apps aren’t bulletproof as they claim. Ola app has bugs. Doesn’t hang. But its still not as fast fluid as one plus. Its not slow mind it. But the buttery transitions on ios make it relatively slow. Speakers have bass sorta.,4
3159,"Phone is fantastic
Only issue is with the display ,
It has yellow tint to it
It’s not pure white",4
3160,Loved this phone with the combination of Airpods. Very fast.,5
3161,iphone camera,5
3162,Just wow.... Such a wonderful phone..Loved it 😍,5
3163,everything thing is supperbbb... but battery perfomen is not satisfied .it's only good.,4
3164,"Top class performance and battery backup too. Charges quickly if u are using a 20w charger. Night mode is good , HDR mode works flawlessly. VFM phone.",5
3165,"Everything is superb and the most I liked in this phone is its Design and Camera and coming on battery life, it is also perfect for me lasted for more than one day as I mostly use my phone for surfing and sometimes for watching video. Really ❤️ it.",5
3166,awesome product,5
3167,Very good…….,5
3168,Iphone 12 is just love. I switched from iphone 7 to iphone 12 and this phone has hell lot of features. Looks are classy and elegant. Camera quality is amazing not doubt samsung s21ultra have better zoom camera than this but the feel you get while having a iphone and colors generated by its camera processor have no comparison. Little bit costly but when people praises its display and camera quality every penny spent on this feels justifiable.,5
3169,"Perfect iPhone . Glad that I Pick iPhone 12 instead of iPhone 11 , Prices are bit high but Features are completely fill that Price Gap . I love that Device . Happy User 😁",5
3170,good,5
3171,Loved it,5
